Order_ID,Order_Date,Customer_ID,Product_ID,Category,Sub_Category,Segment,Region,City,Quantity,Sales,Discount,Profit
ORD-2023-06740,02-01-2023 00:00,CUST-1078,PROD-0261,Office Supplies,Binders,Consumer,South,Chennai,7,832.26,0.1,61.81
ORD-2023-01995,02-01-2023 00:00,CUST-1158,PROD-0167,Office Supplies,Art,Home Office,West,Mumbai,1,117.12,0.15,3.5
ORD-2023-06983,02-01-2023 00:00,CUST-0072,PROD-0298,Technology,Phones,Corporate,West,Surat,1,568.13,0.1,62.17
ORD-2023-01481,02-01-2023 00:00,CUST-0565,PROD-0482,Office Supplies,Storage,Consumer,East,Patna,1,222.61,0.3,-17.15
ORD-2023-07753,02-01-2023 00:00,CUST-0530,PROD-0105,Technology,Machines,Consumer,West,Ahmedabad,7,2300.42,0.1,185.43
ORD-2023-05461,02-01-2023 00:00,CUST-0387,PROD-0404,Furniture,Chairs,Corporate,East,Guwahati,6,5112.76,0.05,277.72
ORD-2023-04690,02-01-2023 00:00,CUST-1058,PROD-0021,Office Supplies,Binders,Consumer,East,Guwahati,1,215.19,0.3,-7.38
ORD-2023-01948,02-01-2023 00:00,CUST-0717,PROD-0342,Furniture,Tables,Consumer,North,Jaipur,5,3151.07,0.05,247.44
ORD-2023-01408,02-01-2023 00:00,CUST-1045,PROD-0167,Furniture,Tables,Corporate,East,Bhubaneswar,2,804.3,0.15,31.94
ORD-2023-08837,02-01-2023 00:00,CUST-0716,PROD-0217,Furniture,Tables,Consumer,East,Guwahati,1,780.91,0.1,64.13
ORD-2023-09105,02-01-2023 00:00,CUST-0461,PROD-0407,Technology,Machines,Home Office,East,Patna,6,2243.72,0.1,289.63
ORD-2023-01621,03-01-2023 00:00,CUST-0917,PROD-0438,Furniture,Bookcases,Home Office,East,Kolkata,1,803.87,0.1,63.23
ORD-2023-01738,03-01-2023 00:00,CUST-0910,PROD-0084,Furniture,Bookcases,Home Office,North,Jaipur,6,2175.47,0.15,45.49
ORD-2023-07211,03-01-2023 00:00,CUST-0727,PROD-0010,Office Supplies,Binders,Corporate,South,Hyderabad,1,149.61,0.3,-5.57
ORD-2023-06413,03-01-2023 00:00,CUST-0604,PROD-0359,Office Supplies,Storage,Consumer,South,Bengaluru,5,1178.42,0.2,-34.72
ORD-2023-07066,03-01-2023 00:00,CUST-0664,PROD-0059,Furniture,Chairs,Corporate,West,Surat,7,3632.19,0.05,694.39
ORD-2023-04626,03-01-2023 00:00,CUST-0400,PROD-0350,Office Supplies,Paper,Corporate,East,Bhubaneswar,2,221.32,0.05,12.79
ORD-2023-03190,03-01-2023 00:00,CUST-0672,PROD-0039,Furniture,Chairs,Corporate,West,Surat,1,791.6,0,114.99
ORD-2023-01912,03-01-2023 00:00,CUST-0262,PROD-0203,Office Supplies,Storage,Home Office,West,Mumbai,1,261.02,0,33.02
ORD-2023-05169,03-01-2023 00:00,CUST-0665,PROD-0228,Office Supplies,Binders,Corporate,East,Bhubaneswar,4,982.58,0,105.7
ORD-2023-04110,03-01-2023 00:00,CUST-0963,PROD-0274,Office Supplies,Storage,Home Office,North,Jaipur,5,1062.19,0.1,98.8
ORD-2023-08629,03-01-2023 00:00,CUST-1015,PROD-0440,Office Supplies,Paper,Consumer,North,Chandigarh,6,1260.7,0.15,52.81
ORD-2023-03233,04-01-2023 00:00,CUST-0384,PROD-0015,Office Supplies,Binders,Home Office,South,Hyderabad,4,844.55,0.4,-76.78
ORD-2023-09545,04-01-2023 00:00,CUST-0119,PROD-0373,Office Supplies,Binders,Corporate,East,Guwahati,4,499.54,0.3,-31.55
ORD-2023-06056,04-01-2023 00:00,CUST-0789,PROD-0120,Office Supplies,Art,Consumer,South,,6,1525.45,0,134.06
ORD-2023-04597,04-01-2023 00:00,CUST-0786,PROD-0072,Technology,Phones,Home Office,West,Surat,6,2671.24,0.15,370.02
ORD-2023-06075,04-01-2023 00:00,CUST-0409,PROD-0038,Furniture,Tables,Consumer,South,Hyderabad,5,2485.63,0.3,-87.26
ORD-2023-07204,04-01-2023 00:00,CUST-0034,PROD-0154,Technology,Accessories,Corporate,North,Delhi,6,3808.55,0,640.88
ORD-2023-06520,04-01-2023 00:00,CUST-0157,PROD-0164,Office Supplies,Storage,Corporate,East,Patna,5,672.47,0.15,-6.45
ORD-2023-02788,04-01-2023 00:00,CUST-0682,PROD-0169,Office Supplies,Storage,Consumer,South,Hyderabad,4,673.63,0,72.79
ORD-2023-01236,04-01-2023 00:00,CUST-1128,PROD-0472,Furniture,Bookcases,Consumer,West,Pune,1,911.12,0.15,11.85
ORD-2023-01549,04-01-2023 00:00,CUST-0482,PROD-0185,Office Supplies,Art,Corporate,North,Delhi,2,503.1,0.2,-4.7
ORD-2023-00845,04-01-2023 00:00,CUST-0084,PROD-0473,Office Supplies,Art,Consumer,West,Pune,3,741.16,0.2,-10.23
ORD-2023-05296,04-01-2023 00:00,CUST-0375,PROD-0424,Technology,Phones,Consumer,West,Mumbai,2,1146.49,0.1,199.04
ORD-2023-06228,04-01-2023 00:00,CUST-0965,PROD-0323,Technology,Accessories,Consumer,West,Pune,6,1693.73,0,338.61
ORD-2023-09380,04-01-2023 00:00,CUST-0068,PROD-0186,Technology,Phones,Consumer,North,Jaipur,5,1724.93,0.15,161.55
ORD-2023-00900,04-01-2023 00:00,CUST-0595,PROD-0360,Technology,Phones,Corporate,North,Lucknow,6,3341.87,0.1,423.46
ORD-2023-07734,04-01-2023 00:00,CUST-0026,PROD-0226,Office Supplies,Paper,Consumer,West,Pune,7,1054.29,0.3,-20.65
ORD-2023-06357,04-01-2023 00:00,CUST-0255,PROD-0083,Furniture,Bookcases,Consumer,East,Guwahati,7,3488.62,0.1,366.75
ORD-2023-02627,04-01-2023 00:00,CUST-0844,PROD-0233,Technology,Phones,Corporate,North,Jaipur,7,3997.05,0.05,721.51
ORD-2023-00772,04-01-2023 00:00,CUST-0788,PROD-0200,Furniture,Chairs,Consumer,East,Guwahati,6,2674.21,0,323.4
ORD-2023-01293,04-01-2023 00:00,CUST-0576,PROD-0260,Furniture,Bookcases,Consumer,East,Bhubaneswar,1,530.17,0,57.56
ORD-2023-03216,04-01-2023 00:00,CUST-0582,PROD-0344,Office Supplies,Storage,Home Office,East,Bhubaneswar,5,1060.59,0.4,-42.35
ORD-2023-00380,04-01-2023 00:00,CUST-0974,PROD-0182,Office Supplies,Binders,Home Office,East,Bhubaneswar,7,1668.39,0.15,48.12
ORD-2023-02645,05-01-2023 00:00,CUST-0001,PROD-0060,Office Supplies,Paper,Corporate,West,Mumbai,2,482.95,0.15,30.16
ORD-2023-00844,05-01-2023 00:00,CUST-0081,PROD-0236,Technology,Phones,Home Office,West,Ahmedabad,7,2784.74,0.1,296.37
ORD-2023-04054,05-01-2023 00:00,CUST-1001,PROD-0479,Furniture,Bookcases,Home Office,North,Chandigarh,1,924.19,0.1,84.82
ORD-2023-09690,05-01-2023 00:00,CUST-0783,PROD-0077,Office Supplies,Storage,Corporate,East,Bhubaneswar,1,105.79,0.15,6.28
ORD-2023-08311,05-01-2023 00:00,CUST-0356,PROD-0026,Furniture,Chairs,Corporate,West,Ahmedabad,2,1279.81,0.1,116.66
ORD-2023-09549,05-01-2023 00:00,CUST-0351,PROD-0421,Technology,Machines,Corporate,West,Surat,6,3778.97,0.2,361.25
ORD-2023-08988,05-01-2023 00:00,CUST-0205,PROD-0064,Furniture,Tables,Consumer,East,Bhubaneswar,2,842.61,0.1,63.77
ORD-2023-06925,05-01-2023 00:00,CUST-0288,PROD-0055,Office Supplies,Storage,Consumer,East,Guwahati,1,175.48,0.15,10.38
ORD-2023-05718,05-01-2023 00:00,CUST-1082,PROD-0081,Furniture,Tables,Consumer,North,Lucknow,6,3863.68,0.05,312.43
ORD-2023-08870,05-01-2023 00:00,CUST-0981,PROD-0272,Furniture,Tables,Consumer,North,Lucknow,1,796.05,0.4,-58.61
ORD-2023-04884,05-01-2023 00:00,CUST-0267,PROD-0306,Office Supplies,Storage,Consumer,West,Ahmedabad,2,352.79,0,38.63
ORD-2023-00464,05-01-2023 00:00,CUST-0047,PROD-0448,Technology,Machines,Consumer,North,Chandigarh,6,1602.37,0,300.5
ORD-2023-02400,05-01-2023 00:00,CUST-0442,PROD-0071,Office Supplies,Art,Consumer,North,Lucknow,5,1027.45,0.15,61.68
ORD-2023-00103,06-01-2023 00:00,CUST-0672,PROD-0047,Office Supplies,Paper,Consumer,South,Bengaluru,3,513.82,0.1,30.31
ORD-2023-06154,06-01-2023 00:00,CUST-0386,PROD-0227,Furniture,Tables,Consumer,West,Ahmedabad,3,2441.68,0.1,127.62
ORD-2023-04360,06-01-2023 00:00,CUST-1102,PROD-0331,Technology,Phones,Corporate,South,Bengaluru,6,1982.85,0.15,283.71
ORD-2023-06877,06-01-2023 00:00,CUST-1147,PROD-0276,Technology,Accessories,Home Office,West,Ahmedabad,3,816.52,0.15,62.45
ORD-2023-04688,06-01-2023 00:00,CUST-0781,PROD-0263,Office Supplies,Binders,Consumer,South,Bengaluru,3,459.64,0,48.68
ORD-2023-03398,06-01-2023 00:00,CUST-0507,PROD-0098,Office Supplies,Art,Corporate,East,Guwahati,3,533.13,0,66.25
ORD-2023-05843,06-01-2023 00:00,CUST-0662,PROD-0335,Technology,Phones,Consumer,South,Hyderabad,3,847.35,0.1,93
ORD-2023-00706,06-01-2023 00:00,CUST-0995,PROD-0053,Office Supplies,Art,Consumer,East,Patna,7,901.54,0.2,-2.94
ORD-2023-08561,06-01-2023 00:00,CUST-0654,PROD-0394,Office Supplies,Binders,Consumer,West,Ahmedabad,1,116.41,0,16.06
ORD-2023-00574,06-01-2023 00:00,CUST-0718,PROD-0199,Office Supplies,Art,Consumer,East,Guwahati,1,110.46,0.05,16.49
ORD-2023-09008,06-01-2023 00:00,CUST-1146,PROD-0043,Technology,Accessories,Consumer,West,Ahmedabad,6,2839.48,0.05,343.9
ORD-2023-01278,06-01-2023 00:00,CUST-0584,PROD-0153,Furniture,Bookcases,Corporate,North,Chandigarh,6,4029.92,0.2,304.38
ORD-2023-07726,06-01-2023 00:00,CUST-1158,PROD-0366,Technology,Accessories,Consumer,South,Chennai,6,3971.95,0.15,508.18
ORD-2023-01189,06-01-2023 00:00,CUST-0478,PROD-0011,Furniture,Tables,Home Office,East,Bhubaneswar,2,1388.23,0,185.04
ORD-2023-09981,06-01-2023 00:00,CUST-0618,PROD-0126,Furniture,Bookcases,Corporate,South,Kochi,6,5495.55,0.05,652.01
ORD-2023-07988,06-01-2023 00:00,CUST-1039,PROD-0102,Office Supplies,Paper,Corporate,North,Chandigarh,3,743.51,0.3,-41.23
ORD-2023-02201,06-01-2023 00:00,CUST-0667,PROD-0142,Office Supplies,Binders,Corporate,East,Patna,1,168.64,0.2,-1.06
ORD-2023-04767,07-01-2023 00:00,CUST-0528,PROD-0296,Furniture,Bookcases,Corporate,North,Lucknow,3,1313.19,0.2,45.05
ORD-2023-01806,07-01-2023 00:00,CUST-0078,PROD-0385,Office Supplies,Paper,Consumer,West,Surat,6,642.37,0.4,-32.91
ORD-2023-07968,07-01-2023 00:00,CUST-0931,PROD-0369,Furniture,Tables,Consumer,South,Chennai,6,3317.99,0.05,310.88
ORD-2023-09124,07-01-2023 00:00,CUST-0806,PROD-0433,Technology,Accessories,Corporate,East,Kolkata,3,1945.87,0.2,132.75
ORD-2023-09931,07-01-2023 00:00,CUST-0267,PROD-0064,Furniture,Bookcases,Corporate,North,Delhi,7,6326.02,0.05,1140.93
ORD-2023-01174,07-01-2023 00:00,CUST-0577,PROD-0305,Office Supplies,Art,Corporate,North,Chandigarh,5,624.96,0.05,60.77
ORD-2023-03724,07-01-2023 00:00,CUST-0525,PROD-0465,Office Supplies,Paper,Consumer,South,Chennai,1,185.1,0,21.75
ORD-2023-07584,07-01-2023 00:00,CUST-0071,PROD-0494,Technology,Accessories,Consumer,North,Lucknow,4,1917.96,0,338.97
ORD-2023-02442,07-01-2023 00:00,CUST-0529,PROD-0292,Furniture,Chairs,Consumer,West,Ahmedabad,5,1868.29,0.1,104.81
ORD-2023-04130,07-01-2023 00:00,CUST-0635,PROD-0412,Office Supplies,Binders,Corporate,North,Jaipur,5,728.07,0.15,2.49
ORD-2023-01531,07-01-2023 00:00,CUST-0168,PROD-0331,Technology,Machines,Consumer,South,Bengaluru,6,1561.86,0.05,243.93
ORD-2023-03798,08-01-2023 00:00,CUST-0292,PROD-0148,Technology,Machines,Consumer,East,Patna,7,2246.75,0.1,340.41
ORD-2023-09675,08-01-2023 00:00,CUST-0387,PROD-0033,Technology,Machines,Corporate,South,Bengaluru,6,3108.69,0.2,254.84
ORD-2023-06590,08-01-2023 00:00,CUST-0032,PROD-0448,Office Supplies,Storage,Home Office,West,Mumbai,2,504,0.1,27.69
ORD-2023-01069,08-01-2023 00:00,CUST-0903,PROD-0213,Furniture,Tables,Corporate,West,Ahmedabad,5,4014.71,0.15,429.97
ORD-2023-05602,08-01-2023 00:00,CUST-0677,PROD-0494,Office Supplies,Art,Home Office,East,Patna,1,138.77,0.2,1.87
ORD-2023-00302,08-01-2023 00:00,CUST-0165,PROD-0498,Office Supplies,Binders,Corporate,North,Lucknow,5,1119.36,0.05,93.17
ORD-2023-06753,08-01-2023 00:00,CUST-0562,PROD-0390,Office Supplies,Art,Corporate,East,Guwahati,2,224.61,0.2,-7.29
ORD-2023-04787,08-01-2023 00:00,CUST-0592,PROD-0168,Office Supplies,Binders,Corporate,East,Patna,3,737.48,0.05,72.3
ORD-2023-01762,08-01-2023 00:00,CUST-0797,PROD-0481,Technology,Machines,Home Office,North,Delhi,7,4282.01,0.05,719.69
ORD-2023-09932,09-01-2023 00:00,CUST-0198,PROD-0222,Technology,Machines,Consumer,North,Lucknow,7,1811.15,0.15,240.44
ORD-2023-05879,09-01-2023 00:00,CUST-0775,PROD-0368,Office Supplies,Binders,Consumer,East,Bhubaneswar,3,781.24,0.05,85.4
ORD-2023-05915,09-01-2023 00:00,CUST-0966,PROD-0098,Technology,Phones,Home Office,South,Kochi,4,1006.84,0,155.77
ORD-2023-06150,09-01-2023 00:00,CUST-0517,PROD-0216,Technology,Phones,Consumer,North,Delhi,3,1652.86,0.05,364.68
ORD-2023-03903,09-01-2023 00:00,CUST-0078,PROD-0217,Furniture,Chairs,Consumer,West,Surat,7,3139.64,0,363.14
ORD-2023-03821,09-01-2023 00:00,CUST-1146,PROD-0484,Office Supplies,Paper,Consumer,East,Patna,3,648.12,0.4,-24.25
ORD-2023-04392,09-01-2023 00:00,CUST-1173,PROD-0175,Furniture,Chairs,Home Office,East,Kolkata,5,2100.58,0.1,107.32
ORD-2023-00800,09-01-2023 00:00,CUST-0557,PROD-0223,Technology,Accessories,Home Office,East,Bhubaneswar,2,519.72,0.05,100.04
ORD-2023-00789,09-01-2023 00:00,CUST-0984,PROD-0108,Technology,Machines,Corporate,South,Kochi,4,948.63,0.2,58.77
ORD-2023-06746,09-01-2023 00:00,CUST-0514,PROD-0300,Technology,Accessories,Consumer,West,Pune,3,1785.23,0.2,117.87
ORD-2023-05437,09-01-2023 00:00,CUST-0825,PROD-0336,Furniture,Chairs,Consumer,West,Ahmedabad,6,3721.33,0.1,323.71
ORD-2023-08609,09-01-2023 00:00,CUST-0246,PROD-0062,Office Supplies,Binders,Consumer,North,Delhi,4,830.6,0.3,-63.24
ORD-2023-07516,10-01-2023 00:00,CUST-0157,PROD-0445,Furniture,Bookcases,Home Office,North,Chandigarh,1,449.65,0.15,40.28
ORD-2023-07580,10-01-2023 00:00,CUST-0427,PROD-0356,Technology,Accessories,Corporate,West,Pune,4,1286.03,0.15,140.04
ORD-2023-09198,10-01-2023 00:00,CUST-1109,PROD-0191,Office Supplies,Binders,Corporate,East,Kolkata,1,157.22,0.1,7.23
ORD-2023-06641,10-01-2023 00:00,CUST-0218,PROD-0428,Furniture,Tables,Corporate,North,Lucknow,1,887.3,0.1,48.62
ORD-2023-06435,10-01-2023 00:00,CUST-0784,PROD-0210,Office Supplies,Art,Corporate,East,Kolkata,5,921.5,0.2,12.61
ORD-2023-05077,10-01-2023 00:00,CUST-0146,PROD-0438,Office Supplies,Art,Home Office,North,Delhi,5,1040.71,0.1,26.51
ORD-2023-01681,10-01-2023 00:00,CUST-0780,PROD-0236,Furniture,Tables,Consumer,South,Hyderabad,5,2626.26,0.1,118.73
ORD-2023-00838,11-01-2023 00:00,CUST-1124,PROD-0076,Technology,Phones,Consumer,North,Lucknow,3,1780.32,0.05,246.54
ORD-2023-01037,11-01-2023 00:00,CUST-0723,PROD-0389,Furniture,Bookcases,Consumer,North,Lucknow,6,5072.81,0.2,116.19
ORD-2023-07488,11-01-2023 00:00,CUST-0422,PROD-0184,Furniture,Chairs,Consumer,West,Ahmedabad,5,5004.29,0,655.44
ORD-2023-03102,11-01-2023 00:00,CUST-0983,PROD-0056,Furniture,Bookcases,Home Office,South,Hyderabad,3,2272.63,0.3,-150.73
ORD-2023-04045,11-01-2023 00:00,CUST-0791,PROD-0485,Technology,Machines,Home Office,South,Bengaluru,4,999.7,0.15,83.94
ORD-2023-01120,11-01-2023 00:00,CUST-0852,PROD-0500,Office Supplies,Binders,Home Office,South,Kochi,1,271.11,0.05,20.15
ORD-2023-08835,11-01-2023 00:00,CUST-1145,PROD-0260,Office Supplies,Storage,Consumer,East,Guwahati,6,1171.42,0.05,103.51
ORD-2023-08443,11-01-2023 00:00,CUST-0428,PROD-0189,Furniture,Bookcases,Corporate,South,Kochi,6,2866.56,0.05,359.49
ORD-2023-04229,11-01-2023 00:00,CUST-1166,PROD-0418,Furniture,Bookcases,Corporate,West,Surat,6,3949.8,0.4,-91.45
ORD-2023-08618,11-01-2023 00:00,CUST-0757,PROD-0470,Furniture,Tables,Corporate,West,Mumbai,4,2581.61,0,409.95
ORD-2023-04930,11-01-2023 00:00,CUST-0838,PROD-0192,Furniture,Chairs,Corporate,South,Hyderabad,4,3876.35,0.1,316.85
ORD-2023-06526,11-01-2023 00:00,CUST-0523,PROD-0330,Technology,Accessories,Consumer,South,Kochi,3,1411.49,0.3,63.56
ORD-2023-07991,11-01-2023 00:00,CUST-0300,PROD-0448,Technology,Phones,Consumer,West,Ahmedabad,7,4007.46,0.15,597.09
ORD-2023-00409,11-01-2023 00:00,CUST-0179,PROD-0151,Technology,Accessories,Home Office,North,Delhi,6,1627.76,0.2,151.11
ORD-2023-07134,12-01-2023 00:00,CUST-0637,PROD-0339,Technology,Accessories,Consumer,West,Pune,7,2818.1,0.2,325.01
ORD-2023-07598,12-01-2023 00:00,CUST-0410,PROD-0465,Technology,Accessories,Consumer,South,Chennai,6,2841.95,0.3,154.24
ORD-2023-00888,12-01-2023 00:00,CUST-0803,PROD-0499,Furniture,Bookcases,Consumer,South,Hyderabad,1,641.87,0.1,51.38
ORD-2023-04103,12-01-2023 00:00,CUST-0339,PROD-0074,Office Supplies,Storage,Corporate,North,Chandigarh,7,1441.47,0.2,60.21
ORD-2023-07601,12-01-2023 00:00,CUST-0843,PROD-0038,Technology,Machines,Consumer,North,Jaipur,2,910.25,0,154.18
ORD-2023-07720,12-01-2023 00:00,CUST-0906,PROD-0080,Office Supplies,Storage,Consumer,East,Bhubaneswar,2,479.7,0.05,66.47
ORD-2023-06141,12-01-2023 00:00,CUST-0389,PROD-0163,Furniture,Bookcases,Consumer,South,Hyderabad,6,4565.43,0.4,-345.4
ORD-2023-09631,12-01-2023 00:00,CUST-0224,PROD-0043,Office Supplies,Binders,Consumer,North,Delhi,7,888.76,0.15,12.88
ORD-2023-08990,12-01-2023 00:00,CUST-0477,PROD-0395,Furniture,Chairs,Corporate,North,Jaipur,5,1891.21,0.2,88.84
ORD-2023-06470,12-01-2023 00:00,CUST-0484,PROD-0358,Furniture,Chairs,Consumer,North,Chandigarh,5,2054.52,0.15,89.97
ORD-2023-09284,12-01-2023 00:00,CUST-0995,PROD-0359,Technology,Accessories,Corporate,West,Surat,4,2059.99,0.05,268.36
ORD-2023-09680,12-01-2023 00:00,CUST-0739,PROD-0294,Technology,Machines,Consumer,South,Hyderabad,1,448.55,0.2,13.48
ORD-2023-06280,12-01-2023 00:00,CUST-0943,PROD-0144,Office Supplies,Storage,Corporate,North,Lucknow,1,127.58,0.1,6.48
ORD-2023-08508,12-01-2023 00:00,CUST-0451,PROD-0091,Furniture,Chairs,Corporate,South,Hyderabad,4,2306.97,0.05,293.38
ORD-2023-07226,12-01-2023 00:00,CUST-0249,PROD-0020,Furniture,Bookcases,Corporate,West,Mumbai,4,3429.52,0.05,196.77
ORD-2023-05141,12-01-2023 00:00,CUST-0124,PROD-0285,Office Supplies,Storage,Home Office,East,Kolkata,2,293.84,0.15,18.24
ORD-2023-03135,12-01-2023 00:00,CUST-0496,PROD-0409,Office Supplies,Paper,Corporate,East,Bhubaneswar,1,171.54,0.1,12.56
ORD-2023-03504,13-01-2023 00:00,CUST-0544,PROD-0460,Technology,Machines,Consumer,North,Jaipur,6,2917.9,0.1,418.1
ORD-2023-09546,13-01-2023 00:00,CUST-0274,PROD-0077,Office Supplies,Art,Corporate,South,Kochi,1,273.32,0,20.67
ORD-2023-01365,13-01-2023 00:00,CUST-0239,PROD-0338,Office Supplies,Paper,Consumer,North,Delhi,7,713.68,0.1,64.79
ORD-2023-09482,13-01-2023 00:00,CUST-0962,PROD-0461,Office Supplies,Paper,Corporate,South,Bengaluru,2,223.38,0.15,-2.21
ORD-2023-09583,13-01-2023 00:00,CUST-0037,PROD-0330,Technology,Machines,Corporate,North,Lucknow,1,329.4,0.15,24.88
ORD-2023-01623,13-01-2023 00:00,CUST-0934,PROD-0474,Office Supplies,Art,Corporate,North,Lucknow,4,822.28,0.2,-5.85
ORD-2023-02974,13-01-2023 00:00,CUST-0844,PROD-0281,Technology,Phones,Corporate,North,Delhi,4,1811.58,0.05,237.65
ORD-2023-07063,13-01-2023 00:00,CUST-1146,PROD-0253,Furniture,Bookcases,Consumer,North,Delhi,7,3317.58,0.15,85.38
ORD-2023-04504,13-01-2023 00:00,CUST-0397,PROD-0088,Office Supplies,Binders,Consumer,South,Kochi,3,809.83,0,73.52
ORD-2023-05067,13-01-2023 00:00,CUST-1097,PROD-0265,Office Supplies,Binders,Home Office,North,Jaipur,2,514.27,0.1,27.46
ORD-2023-05744,13-01-2023 00:00,CUST-0904,PROD-0205,Technology,Phones,Consumer,West,Mumbai,4,2369.31,0.1,327.24
ORD-2023-03857,14-01-2023 00:00,CUST-0262,PROD-0485,Furniture,Tables,Consumer,South,Chennai,2,841.11,0.2,-23.16
ORD-2023-01651,14-01-2023 00:00,CUST-0271,PROD-0182,Furniture,Chairs,Consumer,North,Delhi,6,3451.42,0,471.89
ORD-2023-00477,14-01-2023 00:00,CUST-1181,PROD-0167,Furniture,Bookcases,Consumer,South,Kochi,6,2938.2,0.1,223.16
ORD-2023-08682,14-01-2023 00:00,CUST-0197,PROD-0238,Technology,Machines,Corporate,West,Mumbai,2,717.04,0.15,80.49
ORD-2023-08673,14-01-2023 00:00,CUST-0452,PROD-0441,Office Supplies,Binders,Home Office,South,Hyderabad,2,220.82,0.05,13.45
ORD-2023-01593,14-01-2023 00:00,CUST-0885,PROD-0496,Office Supplies,Paper,Corporate,East,Guwahati,6,1454,0,136.83
ORD-2023-09001,14-01-2023 00:00,CUST-1163,PROD-0027,Office Supplies,Paper,Corporate,East,Patna,3,591.16,0.1,26.78
ORD-2023-08654,14-01-2023 00:00,CUST-1185,PROD-0311,Office Supplies,Binders,Consumer,West,Mumbai,4,548.81,0.1,19.13
ORD-2023-04526,14-01-2023 00:00,CUST-0679,PROD-0050,Office Supplies,Storage,Home Office,North,Chandigarh,5,611.12,0.1,4.43
ORD-2023-03897,14-01-2023 00:00,CUST-0665,PROD-0422,Furniture,Tables,Consumer,East,Kolkata,1,869.91,0.15,42.38
ORD-2023-00414,14-01-2023 00:00,CUST-0033,PROD-0303,Furniture,Chairs,Home Office,South,Hyderabad,1,900.01,0.4,-143.3
ORD-2023-04116,14-01-2023 00:00,CUST-0621,PROD-0230,Office Supplies,Art,Corporate,West,Ahmedabad,3,694.5,0.15,-6.34
ORD-2023-00232,15-01-2023 00:00,CUST-0294,PROD-0465,Furniture,Chairs,Corporate,North,Delhi,1,350.39,0.2,13.63
ORD-2023-07609,15-01-2023 00:00,CUST-0450,PROD-0406,Furniture,Tables,Consumer,West,Mumbai,4,1713.74,0,254.98
ORD-2023-09072,15-01-2023 00:00,CUST-1120,PROD-0219,Office Supplies,Storage,Consumer,South,Chennai,7,838.19,0.05,68.34
ORD-2023-08333,15-01-2023 00:00,CUST-0870,PROD-0412,Office Supplies,Art,Corporate,East,Bhubaneswar,3,531.76,0.1,32.34
ORD-2023-06917,15-01-2023 00:00,CUST-0084,PROD-0374,Technology,Phones,Home Office,East,Bhubaneswar,1,312.17,0.2,41.63
ORD-2023-05745,15-01-2023 00:00,CUST-1098,PROD-0416,Technology,Machines,Consumer,South,Hyderabad,5,2687.98,0.1,466.42
ORD-2023-08271,15-01-2023 00:00,CUST-0522,PROD-0416,Office Supplies,Storage,Corporate,East,Patna,3,366.76,0.05,15.83
ORD-2023-09934,15-01-2023 00:00,CUST-0248,PROD-0025,Office Supplies,Storage,Consumer,East,Guwahati,4,1051.24,0.1,72.95
ORD-2023-08636,15-01-2023 00:00,CUST-0218,PROD-0052,Office Supplies,Art,Consumer,West,Ahmedabad,7,1681.32,0.15,10.29
ORD-2023-08944,15-01-2023 00:00,CUST-0741,PROD-0350,Furniture,Bookcases,Corporate,North,Lucknow,7,3415.29,0,386.81
ORD-2023-08899,15-01-2023 00:00,CUST-0214,PROD-0406,Office Supplies,Art,Home Office,South,Kochi,3,725.64,0,94.38
ORD-2023-02089,15-01-2023 00:00,CUST-0403,PROD-0215,Office Supplies,Art,Corporate,East,Guwahati,1,144.3,0.2,-2.85
